item_id,short_title,title,year,period,google_scholar_link,vegetated_strip_description,nation,study_country,study_location,latitute,longitude,studydesign_observational,studydesign_manipulative,Study length (years),Time since intervention (years),spatialscale_plot,spatialscale_field,spatialscale_farm,spatialscale_catchment,spatialscale_regional,spatialscale_notdescribed,measurementquarter_Q1,measurementquarter_Q2,measurementquarter_Q3,measurementquarter_Q4,measurementquarter_notdescribed,farmingsystem_conventional,farmingsystem_organic,farmingsystem_notdescribed,farmingproductionsystem_livestock,farmingproductionsystem_livestockinfo,farmingproductionsystem_croppedfields,farmingproductionsystem_croppedfieldsinfo,farmingproductionsystem_horticulture,farmingproductionsystem_horticultureinfo,farmingproductionsystem_viticulture,farmingproductionsystem_viticultureinfo,farmingproductionsystem_fruit,farmingproductionsystem_fruitinfo,farmingproductionsystem_grassland,farmingproductionsystem_grasslandinfo,farmingproductionsystem_other,farmingproductionsystem_otherinfo,farmingproductionsystem_notdescribed,farmingproductionsystem_notdescribedinfo,vegetationtype_grasses,vegetationtype_grassesinfo,vegetationtype_wildflowers,vegetationtype_wildflowersinfo,vegetationtype_shrubs,vegetationtype_shrubsinfo,vegetationtype_hedgerow,vegetationtype_hedgerowinfo,vegetationtype_trees,vegetationtype_treesinfo,vegetationtype_other,vegetationtype_otherinfo,vegetationtype_notdescribed,vegetationtype_notdescribedinfo,striplocation_withinfield,striplocation_fieldedge,striplocation_riparian,striplocation_notdescribed,stripmanagement_unmanaged,stripmanagement_unmanagedinfo,stripmanagement_soilamendment,stripmanagement_soilamendmentinfo,stripmanagement_soildisturbed,stripmanagement_soildisturbedinfo,stripmanagement_cut,stripmanagement_cutinfo,stripmanagement_grazed,stripmanagement_grazedinfo,stripmanagement_harvested,stripmanagement_harvestedinfo,stripmanagement_sownplanted,stripmanagement_sownplantedinfo,stripmanagement_pesticide,stripmanagement_pesticideinfo,stripmanagement_managedother,stripmanagement_managedotherinfo,stripmanagement_notdescribed,stripmanagement_notdescribedinfo
20641483,Bowie (2014),Effect of boundary type and season on predatory arthropods associated with field margins on New Zealand farmland,2014,2010-2014,http://scholar.google.co.uk/scholar?q=Effect+of+boundary+type+and+season+on+predatory+arthropods+associated+with+field+margins+on+New+Zeal&btnG=&hl=en&as_sdt=0%2C5,Hedge,New Zealand,New Zealand,"Lincoln University Mixed Cropping Farm (43.642S, 172.466E), Canterbury",-43.641995,172.465841,Observational,,2,Not stated,Plot scale,,,,,,Q1,Q2,Q3,Q4,,,,Not described,Livestock,,,,,,,,,,,,,,,,,,,,,,Hedgerow,"10 m wide, 7 m high Cupressus macrocarpa hedge",,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
20641484,Boykin (1984),EFFECT OF BARREN SOIL BORDERS AND WEED BORDER TREATMENTS ON MOVEMENT OF THE TWOSPOTTED SPIDER MITE TETRANYCHUS-URTICAE INTO PEANUT ARACHIS-HYPOGAEA FIELDS,1984,1980-1984,http://scholar.google.co.uk/scholar?q=EFFECT+OF+BARREN+SOIL+BORDERS+AND+WEED+BORDER+TREATMENTS+ON+MOVEMENT+OF+THE+TWOSPOTTED+SPIDER+MITE+T&btnG=&hl=en&as_sdt=0%2C5,Weed border,USA,"North Carolina, USA","Martin, Halifax and Northampton County, North Carolina",36.036185,-77.407435,,Manipulative,2,Not stated,Plot scale,,,,,,,,Q3,,,Conventional,,,,,Cropped fields (arable),Peanut,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),Weeds,,,,Field edge,,,Unmanaged,,,,,,Cut,,,,,,,,Pesticide,,,,,
20641488,Brambilla (2009),Breeding-season habitat associations of the declining Corn Bunting emberiza calandra - A potential indicator of the overall bunting richness,2009,2005-2009,http://scholar.google.co.uk/scholar?q=Breeding-season+habitat+associations+of+the+declining+Corn+Bunting+emberiza+calandra+-+A+potential+i&btnG=&hl=en&as_sdt=0%2C5,Hedgerow,Italy,Italy,"Northern Apennines (Lombardy, Pavia)",45.479055,9.845043,Observational,,<1,Not stated,,,,,Regional scale,,,Q2,,,,,,Not described,Livestock,,Cropped fields (arable),,,,Viticulture,,,,Grassland,,,,,,,,,,,,Hedgerow,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
20641492,Broughton (2014),Agri-environment scheme enhances small mammal diversity and abundance at the farm-scale,2014,2010-2014,http://scholar.google.co.uk/scholar?q=Agri-environment+scheme+enhances+small+mammal+diversity+and+abundance+at+the+farm-scale&btnG=&hl=en&as_sdt=0%2C5,Field margin,UK,UK,"Hillesden Estate, Buckinghamshire (51 57 N, 1 00 W)",51.949997,-1.00002,,Manipulative,5,5,,,Farm scale,,,,,Q2,,Q4,,,,Not described,,,Cropped fields (arable),"Wheat, oil seed rape, field beans",,,,,,,,,,,,,Grasses,"""A treatment replicating typical ELSmanagement for this region and farming system. One percentof cultivated land in each replicate block was converted to 6-m-wide field margins sown with a simple grass mix to providesemi-natural habitat for small mammals, invertebrates and birds(option EE3). A 0.25 ha field patch was also sown with a mix offour seed-providing crop species to provide food resources forgranivorous birds (option EF2 b). Hedgerows were cut biennially""",Wildflowers,"""A treatment providing a signif-icantly larger area and more diverse range of wildlife habitatsthan ELS. Approximately 5% of cultivated land in each repli-cate block was converted to 6-m-wide field margins sown withgrasses and wildflowers to provide habitat for small mam-mals, invertebrates and birds (option EE3 (+)). Three 0.5 ha fieldpatches were sown with wild bird seed-mixtures (options EF2a-c), and three sown with or managed for perennial wildflowers(options EF1, EF4 and EF11). Hedgerows were cut biennially""",,,,,,,Other (please specify),"""A control treatment of uncultivated field margins measuring 2 m in width from the centre of a bordering hedgerow, or 1 m from the top of a ditch. Hedgerows were cut annually after the summer harvest""",,,,Field edge,,Not described,,,,,,,Cut,,,,,,Sown/planted,,,,,,,
20641496,Bruggisser (2012),Direct and indirect bottom-up and top-down forces shape the abundance of the orb-web spider Argiope bruennichi,2012,2010-2014,http://scholar.google.co.uk/scholar?q=Direct+and+indirect+bottom-up+and+top-down+forces+shape+the+abundance+of+the+orb-web+spider+Argiope+&btnG=&hl=en&as_sdt=0%2C5,Wildflower strip,Switzerland,Switzerland,"Grandcour (46 52 18 N, 6 55 50 E)",46.871667,6.930553,,Manipulative,2,2,Plot scale,,,,,,,,Q3,Q4,,,,Not described,,,,,,,,,,,,,,,Not described,,,,Wildflowers,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,Sown/planted,,,,,,,
20641501,Bryan (1991),BIRD ABUNDANCE AND SPECIES RICHNESS IN GRASSED WATERWAYS IN IOWA USA ROWCROP FIELDS,1991,1990-1994,http://scholar.google.co.uk/scholar?q=BIRD+ABUNDANCE+AND+SPECIES+RICHNESS+IN+GRASSED+WATERWAYS+IN+IOWA+USA+ROWCROP+FIELDS&btnG=&hl=en&as_sdt=0%2C5,Vegetated waterway,USA,"Iowa, USA","Story and Marshall Counties, Iowa",42.032815,-93.231866,Observational,,2,Not stated,,,,,Regional scale,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),"Corn, soybean",,,,,,,,,,,,,Grasses,"""Ninety percent of the sampled waterways were planted to smooth brome or predominately smooth brome mixes, including orchard grass (Dactylisglomerata), reed canary grass (Phalaris arundinacea), timothy (Phleum pratense) and switchgrass (Panicum virgatum)""",,,,,,,,,,,,,,,Riparian,,,,,,,,,,,,,,Sown/planted,,,,,,,
20641502,Bryan (1994),AVIAN NEST DENSITY AND SUCCESS IN GRASSED WATERWAYS IN IOWA ROWCROP FIELDS,1994,1990-1994,http://scholar.google.co.uk/scholar?q=AVIAN+NEST+DENSITY+AND+SUCCESS+IN+GRASSED+WATERWAYS+IN+IOWA+ROWCROP+FIELDS&btnG=&hl=en&as_sdt=0%2C5,Grassed waterway,USA,"Iowa, USA",Story and Marshall counties,42.032815,-93.231866,Observational,,2,Not stated,,,,,Regional scale,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),"Corn, soybean",,,,,,,,,,,,,Grasses,"""Most waterways were planted to smooth brome grass (Bromus inermis) (90%)""",,,,,,,,,,,,,,,Riparian,,,,,,,,Cut,,,,,,,,,,,,,
20641513,Buner (2005),Ecologically enhanced areas – a key habitat structure for re-introduced grey partridges Perdix perdix,2005,2005-2009,http://scholar.google.co.uk/scholar?q=Ecologically+enhanced+areas+–+a+key+habitat+structure+for+re-introduced+grey+partridges+Perdix+perdi&btnG=&hl=en&as_sdt=0%2C5,"Wildflower strip, hedge",Switzerland,Switzerland,"Klettgau region, near Schaffhausen",47.655312,8.425003,Observational,,3,Not stated,,,,,Regional scale,,Q1,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),"Cereals (49% land area), oil seed rape and sunflowers (14%), root crops (12%)",,,,,,,Grassland,,,,,,,,Wildflowers,"""narrow strips of 6–20 m width along field edges and were initially sown with a mixture of ca. 30 wild plant species, and were maintained for at least 6 years"" ""A total of 234 plant species were recorded in the wild-flower strips in the research area""",,,,,,,,,,,,Field edge,,,,,,,,,,,,,,,Sown/planted,,,,,,,
20641516,Burel (1992),Effect of landscape structure and dynamics on species diversity in hedgerow networks,1992,1990-1994,http://scholar.google.co.uk/scholar?q=Effect+of+landscape+structure+and+dynamics+on+species+diversity+in+hedgerow+networks&btnG=&hl=en&as_sdt=0%2C5,Hedgerow,France,France,"Lalleu municipality, 50km south of Rennes",47.85608,-1.510827,Observational,,3,Not stated,,,,,Regional scale,,,Q2,Q3,,,,,Not described,,,,,,,,,,,,,,,Not described,,,,,,,,Hedgerow,"""mainly composed of pruned oak, pollarded every nine years according to local rules""",,,,,,,,Field edge,,,,,,,,,Cut,"""mainly composed of pruned oak, pollarded every nine years according to local rules""",,,,,,,,,,,,
20641520,Burt (1999),Denitrification in riparian buffer zones: the role of floodplain hydrology,1999,1995-1999,http://scholar.google.co.uk/scholar?q=Denitrification+in+riparian+buffer+zones:+the+role+of+floodplain+hydrology&btnG=&hl=en&as_sdt=0%2C5,Buffer zone,UK,UK,"Cuddlestone Mill, River Thame near Oxford",51.752021,-1.257726,Observational,,2,Not stated,,Field scale,,,,,Q1,Q2,Q3,Q4,,,,Not described,Livestock,,Cropped fields (arable),,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),"""Unimproved pasture for summer grazing and, on its upslope margin, a narrow section of scrub vegetation""",,,,,Riparian,,,,,,,,,,Grazed,Summer grazing,,,,,,,,,,
20641522,Canters (1999),"Arthropods in grassy field margins in the Wieringermeer Scope, population development and possible consequences for farm practice",1999,1995-1999,"http://scholar.google.co.uk/scholar?q=Arthropods+in+grassy+field+margins+in+the+Wieringermeer+Scope,+population+development+and+possible+c&btnG=&hl=en&as_sdt=0%2C5",Grassy field margin,The Netherlands,Netherlands,"Wieringermeer, north-west Netherlands",52.827191,4.749373,,Manipulative,<1,2,,Field scale,Farm scale,,,,,,,,Not described,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,"""A grass-seed mixture was sown comprising robust grasses such as giant fescue (Festuca gigantea), timothy grass (Phleum pratense) and cocksfoot (Dactylis glomerata)""",,,,,,,,,,,,,,Field edge,,,,,,,,,Cut,"""In about half of the investigated farms grassy margins were mown around the beginning of July""",,,,,,,,,,,,
20641525,Cardinali (2014),Design of riparian buffer strips affects soil quality parameters,2014,2010-2014,http://scholar.google.co.uk/scholar?q=Design+of+riparian+buffer+strips+affects+soil+quality+parameters&btnG=&hl=en&as_sdt=0%2C5,Riparian buffer strip,Italy,Italy,Padua University Experimen-tal Farm in the Po Valley,45.406766,11.877446,,Manipulative,<1,3,Plot scale,,,,,,,Q2,,Q4,,Conventional,,,,,Cropped fields (arable),"Wheat, soybean, maize",,,,,,,,,,,,,Grasses,Festuca arundinacea,,,Shrubs,Viburnum opulus,,,Trees,Platanus hybrida,,,,,,Field edge,,,,,,,,,Cut,Mowing (twice a year) and coppicing (every 6-7 years),,,,,,,,,,,,
20641526,Carnovale (2015),"Earthworm composition, diversity and biomass under three land use systems in south-eastern Australia",2015,2015-2016,"http://scholar.google.co.uk/scholar?q=Earthworm+composition,+diversity+and+biomass+under+three+land+use+systems+in+south-eastern+Australia&btnG=&hl=en&as_sdt=0%2C5",Shelterbelt,Australia,"New South Wales, Australia","Murrumbateman, New South Wales (34 57 0 S, 149 01 0 E)",-34.95,149.016667,Observational,,2,Various,,Field scale,,,,,,,Q3,,,,,Not described,Livestock,,,,,,,,,,,,,,,,,,,,Shrubs,,,,Trees,,,,,,,Field edge,,,,,,,,,,,,,,,Sown/planted,,,,,,,
20641529,Carroll (2004),Can tree shelterbelts on agricultural land reduce flood risk?,2004,2000-2004,http://scholar.google.co.uk/scholar?q=Can+tree+shelterbelts+on+agricultural+land+reduce+flood+risk?&btnG=&hl=en&as_sdt=0%2C5,Shelterbelt,UK,UK,"Nant Pontbren, Montgomeryshire",51.500465,-0.196257,Observational,,<1,02-Jul,,Field scale,,,,,,,,Q4,,,,Not described,Livestock,Sheep,,,,,,,,,,,,,,,,,,,,,,,Trees,"""The predominant species were silver and downy birch (Betula pendula and Betula pubescens, respectively) and alder (Frangula alnus), with small numbers of hedge species such as blackthorn (Prunus spinosa), oak (Quercus robur) and ash (Fraxinus excelsior)""",,,,,Within field,,,,,,,,,,,,,,,,Sown/planted,,,,,,,
20641533,Carvell (2007),Comparing the efficacy of agri-environment schemes to enhance bumble bee abundance and diversity on arable field margins,2007,2005-2009,http://scholar.google.co.uk/scholar?q=Comparing+the+efficacy+of+agri-environment+schemes+to+enhance+bumble+bee+abundance+and+diversity+on+&btnG=&hl=en&as_sdt=0%2C5,Field margin,UK,UK,"Central and eastern England (SU8389, SU5593, TL9614, TL4647, SP9761 and SE7766)",52.521106,-0.236602,,Manipulative,3,3,Plot scale,Field scale,,,Regional scale,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),Cereals,,,,,,,,,,,,,Grasses,"Tussoky grass mixture, natural regeneration, fine grass species (pollen and nectar mix)",Wildflowers,"Wildflower mixture, natural regeneration, legume species (pollen and nectar mix)",,,,,,,,,,,,Field edge,,,,,,,Soil disturbed,Light cultivation,Cut,Cuttings left/removed,,,,,Sown/planted,,,,,,,
20641534,Carvell (2011),Bumble bee species' responses to a targeted conservation measure depend on landscape context and habitat quality,2011,2010-2014,http://scholar.google.co.uk/scholar?q=Bumble+bee+species'+responses+to+a+targeted+conservation+measure+depend+on+landscape+context+and+hab&btnG=&hl=en&as_sdt=0%2C5,Sown patch,UK,UK,"Central and eastern England (51 10-52 56 N, 1 40-1 02 E)",52.521106,-0.236602,,Manipulative,3,4,,Field scale,,,Regional scale,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),,,,,,,,Grassland,,,,,,Grasses,"Fine-leaved grasses (Festuca rubra, Poa pratensis, and Cynosurus cristatus)",,,,,,,,,Other (please specify),"Legumes (Trifolium pratense of early and late flowering varieties, Trifolium hybridum and Lotus corniculatus)",,,,Field edge,,,Unmanaged,,,,,,Cut,Cut twice in first year and once in subsequent years,,,,,Sown/planted,,,,Managed (other),"Where grasses began to dominate by 2006, patches were re-established with grasses excluded from the seed mixture",,
20641536,Carvell (2006),Assessing the value of annual and perennial forage mixtures for bumblebees by direct observation and pollen analysis,2006,2005-2009,http://scholar.google.co.uk/scholar?q=Assessing+the+value+of+annual+and+perennial+forage+mixtures+for+bumblebees+by+direct+observation+and&btnG=&hl=en&as_sdt=0%2C5,Field margin,UK,UK,"North Yorkshire (54 05 N, 0 49 W)",54.083333,-0.816667,,Manipulative,3,2,Plot scale,,,,,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,,Wildflowers,,,,,,,,,,,,,Field edge,,,,,,,Soil disturbed,Soil ring rolled prior to planting of perennials,Cut,"Cut three times in 2001 and 2 times in 2002, with cuttings removed",,,Harvested,Cuttings removed,Sown/planted,,Pesticide,"""Slug pellets and insecticide (to control weevils on the Trifolium pratense) during the second month of establishment""",,,,
20641540,Caubel-Forget (2001),Contrasted dynamics of nitrate and chloride in groundwater submitted to the influence of a hedge,2001,2000-2004,http://scholar.google.co.uk/scholar?q=Contrasted+dynamics+of+nitrate+and+chloride+in+groundwater+submitted+to+the+influence+of+a+hedge&btnG=&hl=en&as_sdt=0%2C5,Hedge,France,France,"Armorican massif, 20km west of Rennes",48.000002,-2.999999,Observational,,<1,30,Plot scale,,,,,,Q1,Q2,,,,,,Not described,,,Cropped fields (arable),Wheat,,,,,,,,,,,,,,,,,,,Hedgerow,Hedge and bank (0.4m),,,,,,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,
20641548,Chendev (2015),Accumulation of organic carbon in chernozems (Mollisols) under shelterbelts in Russia and the United States,2015,2015-2016,http://scholar.google.co.uk/scholar?q=Accumulation+of+organic+carbon+in+chernozems+(Mollisols)+under+shelterbelts+in+Russia+and+the+United&btnG=&hl=en&as_sdt=0%2C5,Shelterbelt,Multiple,"North Dakota, South Dakota, Nebraska, USA and Central Federal District, Russia","""Reynolds key site in North Dakota (47 42 N, 97 11 W), the Huron key site in South Dakota (44 16 N, 98 15 W), and the Norfolk key site in Nebraska (42 03 N, 97 22 W)"" and ""Alekhin Central Chernozemic Reserve (the Streletskaya Steppe area, Kursk oblast, 51 32 N, 36 05 E), near and within the Belogor’e Reserve (the Yamskaya Steppe area, Belgorod oblast, 51 11 N, 37 37 E), and in the Kamennaya Steppe (the Kamennaya Steppe area, Voronezh oblast, 51 02 N, 40 44 E)""",multiple,multiple,Observational,,Not stated,Various,,,,,Regional scale,,,,,,Not described,,,Not described,,,Cropped fields (arable),"Wheat, corn, soybean, sorghum, sunflower, fodder beet, sugar beet",,,,,,,,,,,,,,,,,,,,,Trees,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
20641564,Clausen (2000),Ecosystem restoration - Water quality changes from riparian buffer restoration in Connecticut,2000,2000-2004,http://scholar.google.co.uk/scholar?q=Ecosystem+restoration+-+Water+quality+changes+from+riparian+buffer+restoration+in+Connecticut&btnG=&hl=en&as_sdt=0%2C5,Riparian buffer,USA,"Conneticut, USA","Muddy brook, north-east Conneticut.",41.883458,-71.982744,,Manipulative,3,3,,Field scale,,,,,Q1,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,"50% chewings (Festuca rubra L. subsp, fallax (Thuill.) Nymana) and 50% sheeps (Festuca ovina L.) fescue",,,,,,,,,,,,,,,Riparian,,,,,,,,,,,,,,Sown/planted,,,,,,,
20641565,Clews (2010),Appraising riparian management effects on benthic macroinvertebrates in the Wye River system,2010,2010-2014,http://scholar.google.co.uk/scholar?q=Appraising+riparian+management+effects+on+benthic+macroinvertebrates+in+the+Wye+River+system&btnG=&hl=en&as_sdt=0%2C5,Riparian zone,UK,UK,River Wye,52.036856,-3.158383,Observational,,5,7,,,,Catchment scale,,,,,,,Not described,,,Not described,,,,,,,,,,,,,,,Not described,"""Pastoral agriculture is the dominant land-use""",,,,,,,,,,,,,Not described,,,,Riparian,,,,,,,,Cut,Coppicing,,,,,,,,,Managed (other),Fencing,,
20641572,Collins (2003),A 5-year comparison of overwintering polyphagous predator densities within a beetle bank and two conventional hedgebanks,2003,2000-2004,http://scholar.google.co.uk/scholar?q=A+5-year+comparison+of+overwintering+polyphagous+predator+densities+within+a+beetle+bank+and+two+con&btnG=&hl=en&as_sdt=0%2C5,"Beetle bank, conventional hedgebank",UK,UK,"Loddington Estate, Leicestershire",52.613653,-0.83285,Observational,Manipulative,4,5,Plot scale,,,,,,,,,Q4,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,Dactylis glomerata and Holcus lanatus,,,,,Hedgerow,Hawthorn,,,,,,,Within field,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
20641573,Collins (2004),Attenuation of effluent-derived faecal microbes in grass buffer strips,2004,2000-2004,http://scholar.google.co.uk/scholar?q=Attenuation+of+effluent-derived+faecal+microbes+in+grass+buffer+strips&btnG=&hl=en&as_sdt=0%2C5,Grass buffer strip,New Zealand,New Zealand,"Ruakura Research Farm, Hamilton",-37.77414,175.308965,,Manipulative,1,Not stated,Plot scale,,,,,,,,Q3,Q4,,,,Not described,,,,,,,,,,,,,,,Not described,,Grasses,"""two of the plots had short grass (7-11 cm) to simulate recently grazed pasture, while the other two had long grass (30-37 cm) to simulate a grass buffer strip""",,,,,,,,,,,,,,,,Not described,,,,,,,Cut,"""two of the plots had short grass (7-11 cm) to simulate recently grazed pasture, while the other two had long grass (30-37 cm) to simulate a grass buffer strip""",,,,,,,,,,,,
20641575,Conover (2009),BREEDING BIRD RESPONSE TO FIELD BORDER PRESENCE AND WIDTH,2009,2005-2009,http://scholar.google.co.uk/scholar?q=BREEDING+BIRD+RESPONSE+TO+FIELD+BORDER+PRESENCE+AND+WIDTH&btnG=&hl=en&as_sdt=0%2C5,Field border,USA,"Mississippi, USA","Lower Mississippi Alluvial Valley, Bird Conservation Region 26, Sunflower County",33.526164,-90.677305,Observational,,2,2,,,Farm scale,,,,,Q2,,,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,"Indian grass (Sorghastrum nutans), little bluestem (Schizachyrium scoparium), big bluestem (Andropogon gerardii), Bermuda grass (Cynodon dactylon), johnsongrass (Sorghum halepense),",,,,,,,,,Other (please specify),"partridge pea (Chamaecrista fasciculata), marestail (Conyza canadensis), seashore vervain (Verbena litoralis), goldenrod (Solidago spp.), common ragweed (Ambrosia artemisiifolia), giant ragweed (A. trifida), poison ivy (Toxicodendron radicans), curly dock (Rumex crispus), and Rubus spp.",,,,Field edge,,,,,,,,,,,,,,,Sown/planted,,Pesticide,"selective herbicide Imazapic (Plateau, H 0.29 l/ha)",,,,
20641578,Cornulier (2011),Bayesian reconstitution of environmental change from disparate historical records: Hedgerow loss and farmland bird declines,2011,2010-2014,http://scholar.google.co.uk/scholar?q=Bayesian+reconstitution+of+environmental+change+from+disparate+historical+records:+Hedgerow+loss+and&btnG=&hl=en&as_sdt=0%2C5,Hedgerow,UK,UK,Lowland England,51.59749,0.237196,Observational,,54,54,,,,,Regional scale,,,,,,Not described,,,Not described,,,,,,,,,,,,,,,Not described,,,,,,,,Hedgerow,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
20641584,Crittenden (2015),Earthworm assemblages as affected by field margin strips and tillage intensity: An on-farm approach,2015,2015-2016,http://scholar.google.co.uk/scholar?q=Earthworm+assemblages+as+affected+by+field+margin+strips+and+tillage+intensity:+An+on-farm+approach&btnG=&hl=en&as_sdt=0%2C5,Field margin strip,The Netherlands,The Netherlands,3 private farms in the eastern part of Hoeksche Waard and at PPO Westmaas research farm of Wageningen University and Research Centre,51.768341,4.473614,Observational,,2,8,,,Farm scale,,,,,Q2,,Q4,,Conventional,,,,,Cropped fields (arable),"Mainly arable with crop rotations that include potato, sugar beet, and winter wheat among other cereal and horticultural crops",,,,,,,,,,,,,Grasses,,,,,,,,,,Other (please specify),herb ,,,,Field edge,,,,,,,,,Cut,Mown 1-2 times per year,,,,,Sown/planted,Grass or grass/herb mixtures,,,Managed (other),Cuttings left,,
