item_id,short_title,title,year,period,google_scholar_link,vegetated_strip_description,nation,study_country,study_location,latitute,longitude,studydesign_observational,studydesign_manipulative,Study length (years),Time since intervention (years),spatialscale_plot,spatialscale_field,spatialscale_farm,spatialscale_catchment,spatialscale_regional,spatialscale_notdescribed,measurementquarter_Q1,measurementquarter_Q2,measurementquarter_Q3,measurementquarter_Q4,measurementquarter_notdescribed,farmingsystem_conventional,farmingsystem_organic,farmingsystem_notdescribed,farmingproductionsystem_livestock,farmingproductionsystem_livestockinfo,farmingproductionsystem_croppedfields,farmingproductionsystem_croppedfieldsinfo,farmingproductionsystem_horticulture,farmingproductionsystem_horticultureinfo,farmingproductionsystem_viticulture,farmingproductionsystem_viticultureinfo,farmingproductionsystem_fruit,farmingproductionsystem_fruitinfo,farmingproductionsystem_grassland,farmingproductionsystem_grasslandinfo,farmingproductionsystem_other,farmingproductionsystem_otherinfo,farmingproductionsystem_notdescribed,farmingproductionsystem_notdescribedinfo,vegetationtype_grasses,vegetationtype_grassesinfo,vegetationtype_wildflowers,vegetationtype_wildflowersinfo,vegetationtype_shrubs,vegetationtype_shrubsinfo,vegetationtype_hedgerow,vegetationtype_hedgerowinfo,vegetationtype_trees,vegetationtype_treesinfo,vegetationtype_other,vegetationtype_otherinfo,vegetationtype_notdescribed,vegetationtype_notdescribedinfo,striplocation_withinfield,striplocation_fieldedge,striplocation_riparian,striplocation_notdescribed,stripmanagement_unmanaged,stripmanagement_unmanagedinfo,stripmanagement_soilamendment,stripmanagement_soilamendmentinfo,stripmanagement_soildisturbed,stripmanagement_soildisturbedinfo,stripmanagement_cut,stripmanagement_cutinfo,stripmanagement_grazed,stripmanagement_grazedinfo,stripmanagement_harvested,stripmanagement_harvestedinfo,stripmanagement_sownplanted,stripmanagement_sownplantedinfo,stripmanagement_pesticide,stripmanagement_pesticideinfo,stripmanagement_managedother,stripmanagement_managedotherinfo,stripmanagement_notdescribed,stripmanagement_notdescribedinfo,intervention_presence,intervention_presenceinfo,intervention_location,intervention_locationinfo,intervention_dimension,intervention_dimensioninfo,intervention_structure,itervention_structureinfo,intervention_management,intervention_managementinfo,intervention_vegetationtype,intervention_vegetationtypeinfo,intervention_management,intervention_managementinfo,intervention_other,intervention_otherinfo,intervention_transect,intervention_transectinfo,intervention_notdescribed,intervention_notdescribedinfo,outcome_biodiversityaquatic,outcome_biodiversityaquaticinfo,outcome_biodiversitysemiaquatic,outcome_biodiversitysemiaquaticinfo,outcome_biodiversityterrestrial,outcome_biodiversityterrestrialinfo,outcome_pollination,outcome_pollinationinfo,outcome_gamespecies,outcome_gamespeciesinfo,outcome_pestcontrol,outcome_pestcontrolinfo,outcome_nutrientsn,outcome_nutrientsninfo,outcome_nutrientsp,outcome_nutrientsninfo,outcome_soillossretention,outcome_soillossretentioninfo,outcome_soilsedimentchem,outcome_soilsedimentcheminfo,outcome_waterchem,outcome_watercheminfo,outcome_soilsedimentphys,outcome_soilsedimentphysinfo,outcome_waterlossretention,outcome_waterlossretentioninfo,outcome_economic,outcome_economicinfo,outcome_ghgs,outcome_ghgsinfo,outcome_pesticides,outcome_pesticidesinfo,outcome_toxins,outcome_toxinsinfo,outcome_wind,outcome_windinfo,outcome_gmpollen,outcome_gmpolleninfo,outcome_yield,outcome_yieldinfo,outcome_social,outcome_socialinfo,outcome_recreation,outcome_recreationinfo,outcome_other,outcome_otherinfo,outcome_pathogens,outcome_pathogensinfo,outcome_noncropyield,outcome_noncropyieldinfo,outcome_light,outcome_lightinfo,outcome_habitat,outcome_habitatinfo,outcome_climate,outcome_climateinfo,outcome_microbes,outcome_microbesinfo,outcome_physiology,outcome_physiologyinfo,es_provisioning_food,es_provisioning_freshwater,es_provisioning_fibrefuel,es_provisioning_biochemicalproducts,es_provisioning_geneticmaterials,es_regulating_climateregulation,es_regulating_hydrologicalregimes,es_regulating_pollutioncontrol,es_regulating_erosionprotection,es_regulating_naturalhazards,es_regulating_pestregulation,es_regulating_nutrientcycling,es_cultural_piritualinspirational,es_cultural_recreational,es_cultural_aesthetic,es_cultural_educational,es_supporting_biodiversity,es_supporting_pollination,es_supporting_soilformation
21567870,Badenhausser (2015),Enhancing grasshopper (Orthoptera: Acrididae) communities in sown margin strips: the role of plant diversity and identity,2015,2015-2016,http://scholar.google.co.uk/scholar?q=Enhancing+grasshopper+(Orthoptera:+Acrididae)+communities+in+sown+margin+strips:+the+role+of+plant+d&btnG=&hl=en&as_sdt=0%2C5,Sown margin strip,France,France,"Ville follet (46.11 N, 0.28 W)",46.11,0.28,Observational,,2,5,,,,,Regional scale,,,,Q3,,,,,Not described,,,,,,,,,,,,,,,Not described,Mostly cereal production,Grasses,"""Three types of seed mixtures were sown by farmers in the margin strips: GL (n = 4), grass-legume mixtures dominated by Medicago sativa L. (>75 % of the total seed weight), associated with Lolium perenne L. or Festuca pratense Huds. in lower rates (<25 %); GFrLp (n = 20), grass mixtures dominated by L. perenne ([58 %) and Festuca rubra L. (40 %), sometimes associated with Trifolium repens L. (<2 %); and GFa (n = 20), grass mixtures dominated by Festuca arundinacea Scherb. (either >72 % if associated with others grasses or 100 % in pure-stand). Other species were sown in lower proportion, i.e., T. repens (2 %), Dactylis glomerata L. (10 %) and F. pratense (15%)""",,,,,,,,,,,,,,Field edge,,,,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,,,,,,,Vegetation type,"Three types of seed mixtures were sown by farmers in the margin strips: GL (n = 4), grass-legume mixtures dominated by Medicago sativa L. (>75 % of the total seed weight), associated with Lolium perenne L. or Festuca pratense Huds. in lower rates (<25 %); GFrLp (n = 20), grass mixtures dominated by L. perenne ([58 %) and Festuca rubra L. (40 %), sometimes associated with Trifolium repens L. (<2 %); and GFa (n = 20), grass mixtures dominated by Festuca arundinacea Scherb. (either >72 % if associated with others grasses or 100 % in pure-stand). Other species were sown in lower proportion, i.e., T. repens (2 %), Dactylis glomerata L. (10 %) and F. pratense (15%)",,,,,,,,,,,,,Biodiversity (terrestrial),Grasshopper species richness and abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21567873,Bahlai (2010),Modeling distribution and abundance of soybean aphid in soybean fields using measurements from the surrounding landscape,2010,2010-2014,http://scholar.google.co.uk/scholar?q=Modeling+distribution+and+abundance+of+soybean+aphid+in+soybean+fields+using+measurements+from+the+s&btnG=&hl=en&as_sdt=0%2C5,Hedgerow,Canada,"Ontario, Canada",Southwestern Ontario,50.299476,-90.484075,Observational,,2,Not stated,,,,,Regional scale,,,,Q3,,,,,Not described,,,Cropped fields (arable),Soybean,,,,,,,,,,,,,,,,,,,Hedgerow,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,Strip presence,Length of hedgerow in field or within 4km radius,,,,,,,,,,,,,,,,,,,,,,,Biodiversity (terrestrial),Aphid pest density,,,,,Pest control,Aphid pest density,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pest regulation,,,,,,Biodiversity,,
21567875,Baines (1998),The effects of arable field margin management on the abundance and species richness of Araneae (spiders),1998,1995-1999,http://scholar.google.co.uk/scholar?q=The+effects+of+arable+field+margin+management+on+the+abundance+and+species+richness+of+Araneae+(spid&btnG=&hl=en&as_sdt=0%2C5,Field margin,UK,UK,"University of Oxford farm, Whytham",51.783579,-1.316406,,Manipulative,4,4,Plot scale,Field scale,,,,,,Q2,Q3,,,Conventional,,,,,Cropped fields (arable),Cereal production; 4 year rotation of winter wheat-winter wheat-winter barley-(rape/maize/winter beans),,,,,,,,,,,,,Grasses,,Wildflowers,,,,,,,,,,,,,Field edge,,,,,,,,,Cut,,,,,,Sown/planted,,Pesticide,,,,,,,,,,,,,,Strip management,"Not cut, cut in summer hay collected, cut in spring and summer hay collected, cut in spring and autumn hay collected, cut in spring and summer hay left lying, sprayed once a year with glyphosate",Vegetation type,Regenerated versus sown vegetation (17 forbs and 6 grasses in a 1:4 fobs:grass weight ratio) sown at 30 kg/ha,,,,,,,,,,,,,Biodiversity (terrestrial),"Spider abundance, spider species richness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21567876,Baker (2012),Landscape-scale responses of birds to agri-environment management: a test of the English Environmental Stewardship scheme,2012,2010-2014,http://scholar.google.co.uk/scholar?q=Landscape-scale+responses+of+birds+to+agri-environment+management:+a+test+of+the+English+Environment&btnG=&hl=en&as_sdt=0%2C5,"Field margin, hedgerow",UK,UK,England (national surveys),52.355518,-1.17432,Observational,,2-8 (2002-2010),Not stated,,,,,Regional scale,,,Q2,,,,,,Not described,,,Cropped fields (arable),,,,,,,,Grassland,,,,,,Grasses,,,,,,Hedgerow,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,Strip management,"Grass margins of 2-6 m width next to arable fields, grass margins of 2-6 m width next to pastoral fields, restrictions of cutting of hedgerows",,,,,,,,,,,,,,,Biodiversity (terrestrial),Bird population growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21567880,Balent (1992),MODELING BIRD COMMUNITIES LANDSCAPE PATTERNS RELATIONSHIPS IN A RURAL AREA OF SOUTH-WESTERN FRANCE,1992,1990-1994,http://scholar.google.co.uk/scholar?q=MODELING+BIRD+COMMUNITIES+LANDSCAPE+PATTERNS+RELATIONSHIPS+IN+A+RURAL+AREA+OF+SOUTH-WESTERN+FRANCE&btnG=&hl=en&as_sdt=0%2C5,Hedgerow,France,France,"Coteaux de Gascogne, Aurignac",43.250863,0.61145,Observational,,<1,Not stated,,,,,Regional scale,,,Q2,,,,,,Not described,,,,,,,,,,,,,,,Not described,,,,,,,,Hedgerow,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,Strip presence,"Hedgerow cover, hedgerow length in fixed area",,,Strip type (dimension),Hedgerow width,Strip type (structure),Hedgerow connectivity,,,,,,,,,,,,,,,,,Biodiversity (terrestrial),"Bird abundance, bird species richness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21567881,Balestrini (2011),"Nitrogen removal in subsurface water by narrow buffer strips in the intensive farming landscape of the Po River watershed, Italy",2011,2010-2014,http://scholar.google.co.uk/scholar?q=Nitrogen+removal+in+subsurface+water+by+narrow+buffer+strips+in+the+intensive+farming+landscape+of+t&btnG=&hl=en&as_sdt=0%2C5,Buffer strip,Italy,Italy,"Two riparian sites were located in a flat agricultural watershed of the alluvial plain of the River Po. Bedollo (44 51' 1.84"" N, 10 47' 24.01"" E) and Linarola (44 53' 4.46"" N, 10 46' 31.71"" E), Po River Valley",44.86667,10.783333,Observational,,2,2,,Field scale,,Catchment scale,,,Q1,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),"Sugar beat, wheat, maize",,,,,,,,,,,,,,,,,,,,,,,Other (please specify),Herbaceous strip 3 m wide including trees,,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,"Transects consisted of cultivated field, herbaceous strip, tree row and ditch. ",,,,,,,,,,,,,,,Nutrients N,"NO3-N, NH4+N, DON, denitrification rates",,,,,"Soil/sediment (chemical, not N/P)","CL-, SO42-, O2, DOC, HCO3-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pollution control,,,,Nutrient cycling,,,,,,,
21567890,Barthel (1996),"Significance of field margins for foliage-dwelling spiders (Arachnida, Araneae) in an agricultural landscape of Germany",1996,1995-1999,"http://scholar.google.co.uk/scholar?q=Significance+of+field+margins+for+foliage-dwelling+spiders+(Arachnida,+Araneae)+in+an+agricultural+l&btnG=&hl=en&as_sdt=0%2C5",Field margin,Germany,Germany,"Southern Germany (Fernhag, Freinhausen, Großenviecht, Ilmried, Lichthausen, Mittermarbach, Scheyern)",48.44063,11.526866,Observational,,<1,Not stated,Plot scale,,,,Regional scale,,,Q2,Q3,,,,,Not described,,,,,,,,,,,Grassland,,,,,,,,,,,,,,,,,,Not described,,,Field edge,,,,,,,,,,,,,,,,,,,Managed (other),"""Mechanical treatments""",,,Strip presence,Margin density per site,,,Strip type (dimension),Margin width,,,Strip management,Number of mechanical treatments,,,,,,,,,,,,,,,Biodiversity (terrestrial),"Spider species richness, spider abundance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21567894,Bassa (2011),Effects of farming management and landscape heterogeneity on plant species composition of Mediterranean field boundaries,2011,2010-2014,http://scholar.google.co.uk/scholar?q=Effects+of+farming+management+and+landscape+heterogeneity+on+plant+species+composition+of+Mediterran&btnG=&hl=en&as_sdt=0%2C5,Field boundary,Spain,Spain,"North of Barcelona (41 24-42 05 N, 1 05-2 05 E)",41.756131,1.582404,Observational,,<1,Not stated,,Field scale,Farm scale,,Regional scale,,,Q2,Q3,,,Conventional,Organic,,,,Cropped fields (arable),Winter wheat or winter barley,,,,,,,,,,,,,Grasses,,,,Shrubs,,,,Trees,,,,,,,Field edge,,,,,,,,,Cut,,Grazed,,,,,,Pesticide,,Managed (other),Controlled burning,,,,,,,Strip type (dimension),Width,,,Strip management,"not cut, cut in summer hay collected, cut in spring and summer hay collected, cut in spring and autumn hay collected, cut in spring and summer hay left lying, sprayed once a year with glyphosate",,,,,,,,,,,,,,,Biodiversity (terrestrial),Plant species composition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21567896,Bassa (2012),Factors affecting plant species richness in field boundaries in the Mediterranean region,2012,2010-2014,http://scholar.google.co.uk/scholar?q=Factors+affecting+plant+species+richness+in+field+boundaries+in+the+Mediterranean+region&btnG=&hl=en&as_sdt=0%2C5,Field boundary,Spain,Spain,"North west of Barcelona (41 24-42 05 N, 1 05-2 05 E)",41.756131,1.582404,Observational,,<1,Not stated,Plot scale,Field scale,Farm scale,,Regional scale,,,Q2,Q3,,,Conventional,Organic,,,,Cropped fields (arable),Winter barley and winter wheat,,,,,,,,,,,,,Grasses,,,,Shrubs,,,,Trees,,,,,,,Field edge,,,,,,,,,Cut,,Grazed,,,,,,Pesticide,,Managed (other),Controlled burn,,,,,,,Strip type (dimension),Width,,,Strip management,"Managed (including: controlled burning, herbicide spraying, livestock grazing, selective tree cutting, tree branch cutting) versus unmanaged",,,,,,,,,,,,,,,Biodiversity (terrestrial),Plant species richness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21567897,Batary (2010),Landscape-moderated importance of hedges in conserving farmland bird diversity of organic vs. conventional croplands and grasslands,2010,2010-2014,http://scholar.google.co.uk/scholar?q=Landscape-moderated+importance+of+hedges+in+conserving+farmland+bird+diversity+of+organic+vs.+conven&btnG=&hl=en&as_sdt=0%2C5,Hedge,Germany,Germany,"Göttingen, Lower Saxony",51.54128,9.915804,Observational,,<1,Not stated,,Field scale,,,Regional scale,,,Q2,,,,Conventional,Organic,,,,Cropped fields (arable),Winter wheat,,,,,,,Grassland,Meadows,,,,,,,,,,,Hedgerow,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,,,Strip presence,Hedge length,,,,,,,,,,,,,,,,,,,,,,,Biodiversity (terrestrial),Bird species richness and abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21567901,Baverstock (2008),Effect of seasonal abiotic conditions and field margin habitat on the activity of Pandora neoaphidis inoculum on soil,2008,2005-2009,http://scholar.google.co.uk/scholar?q=Effect+of+seasonal+abiotic+conditions+and+field+margin+habitat+on+the+activity+of+Pandora+neoaphidis&btnG=&hl=en&as_sdt=0%2C5,Field margin,UK,UK,"Delafield, Rothamsted Research, Hertfordshire",51.809376,-0.35617,,Manipulative,1,1,Plot scale,Field scale,,,,,Q1,Q2,Q3,Q4,,,,Not described,,,,,,,,,,,,,,,Not described,,Grasses,"""wild bird seed mix, nectar seed mix, grass/wildflowers mix, lucerne, grass and a control margin that was left as fallow""",Wildflowers,"""wild bird seed mix, nectar seed mix, grass/wildflowers mix, lucerne, grass and a control margin that was left as fallow""",,,,,,,Other (please specify),"""wild bird seed mix, nectar seed mix, grass/wildflowers mix, lucerne, grass and a control margin that was left as fallow""",,,,Field edge,,,Unmanaged,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,,,,,,,Vegetation type,"""wild bird seed mix, nectar seed mix, grass/wildflowers mix, lucerne, grass and a control margin that was left as fallow""",,,,,,,,,,,,,,,,,,,Pest control,Aphid (pest species) parasitism: proportion of 2nd/3rd instar Acyrthosiphon pisum infected with Pandora neoaphidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,,,,,,,,,,Pest regulation,,,,,,Biodiversity,,
21567909,Beckmann (2001),Influence of habitat on distribution and abundance of the eastern woodrat in Kansas,2001,2000-2004,http://scholar.google.co.uk/scholar?q=Influence+of+habitat+on+distribution+and+abundance+of+the+eastern+woodrat+in+Kansas&btnG=&hl=en&as_sdt=0%2C5,"Shelterbelt, riparian woodland",USA,"Kansas, USA","Smith, Osborne and Russell Counties, north-central Kansas",39.405116,-98.748117,Observational,,<1,Not stated,,,,,Regional scale,,,Q2,Q3,Q4,,,,Not described,,,,,,,,,,,,,,,Not described,,,,,,Shrubs,,,,Trees,,,,,,,Field edge,Riparian,,,,,,,,,,,,,,Sown/planted,Shelterbelts,,,,,Not described,,,,,,Strip type (dimension),Strip width,,,,,Vegetation type,"Riparian woodland, shelterbelt",,,,,,,,,,,,,Biodiversity (terrestrial),Woodrat nest density,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21567912,Bell (2002),Manipulating the abundance of Lepthyphantes tenuis (Araneae: Linyphiidae) by field margin management,2002,2000-2004,http://scholar.google.co.uk/scholar?q=Manipulating+the+abundance+of+Lepthyphantes+tenuis+(Araneae:+Linyphiidae)+by+field+margin+management&btnG=&hl=en&as_sdt=0%2C5,Field margin,UK,UK,"Univeristy of Oxford's Wytham Farm, Wytham (SP 472097)",51.783579,-1.316406,,Manipulative,4,4,Plot scale,Field scale,,,,,,Q2,Q3,,,Conventional,,,,,Cropped fields (arable),"Winter wheat, winter barley and oil-seed rape",,,,,,,,,,,,,Grasses,,Wildflowers,,,,,,,,,,,,,Field edge,,,Unmanaged,,,,,,Cut,,,,,,Sown/planted,,Pesticide,Glyphosate,,,,,,,,,,,,,Strip management,"Cut, cuttings left, cuttings removed, uncut, sprayed with glyphosate",Vegetation type,"Naturally regenerated margins, sown wild grass and forb mixture",,,,,,,,,,,,,Biodiversity (terrestrial),Spider (Lepthyphantes tenuis) abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21567915,Bellet (2013),"From cultural to supporting ecosystem services, the value of shelterbelts to prairie agriculture, Canada",2013,2010-2014,"http://scholar.google.co.uk/scholar?q=From+cultural+to+supporting+ecosystem+services,+the+value+of+shelterbelts+to+prairie+agriculture,+Ca&btnG=&hl=en&as_sdt=0%2C5",Shelterbelt,Canada,"Manitoba, Canada","Stanley, Manitoba",49.121025,-98.112194,Observational,,<1,25-30,,Field scale,,,,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),"potatoes, combined with a rotation of wheat, canola and corn ",,,,,,,,,,,,,,,,,,,,,Trees,"Mixed Manitoba maple, green ash and caragana (25-50 years old)",,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,Strip presence,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,,,,,,,,,,,,,,,,,,,,"Soil/sediment (chemical, not N/P)","Microbial biomass carbon, organic carbon, conductivity",,,Soil/sediment (physical),"Soil temperature, bulk density",Water loss/retention,Soil moisture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microbes,Microbial biomass carbon,,,,,,,,,Hydrological regimes,,Erosion protection,,,Nutrient cycling,,,,,,,Soil formation
21567916,Beltramo (2006),"Spiders of soybean crops in Santa Fe Province, Argentina: Influence of surrounding spontaneous vegetation on lot colonization",2006,2005-2009,"http://scholar.google.co.uk/scholar?q=Spiders+of+soybean+crops+in+Santa+Fe+Province,+Argentina:+Influence+of+surrounding+spontaneous+veget&btnG=&hl=en&as_sdt=0%2C5",Crop margin,Argentina,Argentina,"Castellanos Department, Santa Fe",-30.974859,-61.513604,,Manipulative,2,2,,Field scale,,,,,Q1,Q2,,,,Conventional,,,,,Cropped fields (arable),Soybean,,,,,,,,,,,,,Grasses,"Digitaria sanguinalis, Sorghum halapense and Cynodon dactylon",Wildflowers,"Chenopodium album, Amaranthus quitensis, Portulaca oleracea, Carduus acanthoides, C. thoermeri, Sida rhombifolia, Rumex crispus and Solanum sisymbrifolium",,,,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,,,,,,Biodiversity (terrestrial),"Spider species richness, density and abundance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21567918,Bence (2003),Habitat characteristics of harvest mouse nests on arable farmland,2003,2000-2004,http://scholar.google.co.uk/scholar?q=Habitat+characteristics+of+harvest+mouse+nests+on+arable+farmland&btnG=&hl=en&as_sdt=0%2C5,"Field margin, beetlebank",UK,UK,"Loddington, Leicestershire",52.614821,-0.830662,Observational,,<1,04-Jun,,,Farm scale,,,,,,Q3,Q4,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,"""The field margins were at least 1 m wide and most were adjacent to hedgerows composed predominantly of hawthorn Crataegus monogyna but with other shrub species also present. The herbaceous strata were perennial grasses and herbs. The field margins were generally uncut, except where necessary to prevent suckering of blackthorn Prunus spinosa.""",,,Shrubs,"""The field margins were at least 1 m wide and most were adjacent to hedgerows composed predominantly of hawthorn Crataegus monogyna but with other shrub species also present. The herbaceous strata were perennial grasses and herbs. The field margins were generally uncut, except where necessary to prevent suckering of blackthorn Prunus spinosa.""",,,,,Other (please specify),"Beetlebanks: ""Beetle banks were soil banks 2.0–2.5 m wide, up to 500 m long, sown with tussock forming grasses, such as cocksfoot Dactylis glomerata and located down the centre of fields to provide overwintering habitat for predatory arthropods... cut regularly during the first year of growth to encourage tillering of the grasses. Thereafter the beetle banks remained uncut.""",,,Within field,Field edge,,,,,,,,,Cut,"""...uncut, except where necessary to prevent suckering of blackthorn Prunus spinosa""",,,,,,,,,,,,,,,,,,,,,,,Vegetation type,Field margins versus beetlebanks,,,,,,,,,,,,,Biodiversity (terrestrial),Harvest mouse nest density,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21567923,Bereswill (2012),Entry and toxicity of organic pesticides and copper in vineyard streams: Erosion rills jeopardise the efficiency of riparian buffer strips,2012,2010-2014,http://scholar.google.co.uk/scholar?q=Entry+and+toxicity+of+organic+pesticides+and+copper+in+vineyard+streams:+Erosion+rills+jeopardise+th&btnG=&hl=en&as_sdt=0%2C5,Riparian buffer strip,Germany,Germany,"Neustadt region, Palatinate vineyard region",51.074666,13.774113,Observational,,2,Not stated,,,,,Regional scale,,,Q2,Q3,,,Conventional,,,,,,,,,Viticulture,,,,,,,,,,,,,,,,,,,,,,Not described,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,,,,,,Strip type (dimension),Width,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pesticides,Pesticide concentration in stream water and sediment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pollution control,,,,,,,,,,,
21567929,Besnard (2014),Hedgerows diminish the value of meadows for grassland birds: Potential conflicts for agri-environment schemes,2014,2010-2014,http://scholar.google.co.uk/scholar?q=Hedgerows+diminish+the+value+of+meadows+for+grassland+birds:+Potential+conflicts+for+agri-environmen&btnG=&hl=en&as_sdt=0%2C5,Hedgerow,France,France,"Loire valley, Western France",47.392181,0.060249,Observational,,<1,Not stated,,,,,Regional scale,,,Q2,,,,,,Not described,,,,,,,,,,,Grassland,,,,,,,,,,,,Hedgerow,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,Strip presence,Hedgerow density,,,,,,,,,,,,,,,,,,,,,,,Biodiversity (terrestrial),Bird species richness and abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21567931,Bharati (2002),"Soil-water infiltration under crops, pasture, and established riparian buffer in Midwestern USA",2002,2000-2004,"http://scholar.google.co.uk/scholar?q=Soil-water+infiltration+under+crops,+pasture,+and+established+riparian+buffer+in+Midwestern+USA&btnG=&hl=en&as_sdt=0%2C5",Multispecies riparian buffer,USA,"Iowa, USA","Near Creek, Story County (42 11 N, 93 30 W)",42.182677,-93.501316,,Manipulative,<1,5,,,,Catchment scale,,,,Q2,Q3,Q4,,,,Not described,Livestock,,Cropped fields (arable),Corn and soybean,,,,,,,,,,,,,Grasses,,,,Shrubs,,,,Trees,,,,,,,,Riparian,,,,,,,,,,,,,,Sown/planted,,,,,,,,Strip presence,,,,,,,,,,Vegetation type,"Silver maple, switchgrass, grass (regenerated, previously grazed), corn, soybean, grazed pasture",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soil/sediment (physical),Soil particle size distribution,Water loss/retention,"Inflitration, gravimetric moisture content",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fresh water,,,,,Hydrological regimes,,,,,,,,,,,,Soil formation
21567939,Bianchi (2008),Effects of flower attractiveness and nectar availability in field margins on biological control by parasitoids,2008,2005-2009,http://scholar.google.co.uk/scholar?q=Effects+of+flower+attractiveness+and+nectar+availability+in+field+margins+on+biological+control+by+p&btnG=&hl=en&as_sdt=0%2C5,Flower strip,Switzerland,Switzerland,"Haeflinger, Herzogenbuchsee",47.187293,7.699741,Observational,,<1,Not stated,Plot scale,,,,,,,,,,Not described,,,Not described,,,Cropped fields (arable),Cabbage,,,,,,,,,,,,,,,Wildflowers,,,,,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,,,,,,Biodiversity (terrestrial),Parasitoid abundance (Cotesia glomerata),,,,,Pest control,Parasitoid abundance (Cotesia glomerata),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pest regulation,,,,,,Biodiversity,,
