"","article_id","region","title","authors","hazard","response","sdgs","actor"
"84",6214223,"Africa","Institutional sustainability in the face of climate change: Empirical insights from irrigation institutions in the iringa rural district, Tanzania","Kajembe, G.C.; Vedeld, P.; Babili, I.H.; Silayo, D.S.; Mosha, D.B."," General climate impacts||| No information or not assessed1"," Institutional||| Technological/infrastructural"," No information or not assessed2"," Individuals or households||| Local government"
"85",6214224,"Africa","Evidence and perceptions of rainfall change in Malawi: Do maize cultivar choices enhance climate change adaptation in sub-Saharan Africa?","Sutcliffe, C; Dougill, AJ; Quinn, CH"," Drought||| Precipitation variability||| Extreme precipitation and inland flooding"," Ecosystem-based"," Food security||| Work and economic growth"," Individuals or households||| Private sector corporations||| Civil Society- international/multinational/national||| Private sector SMEs"
"86",6214225,"Africa","Exploring the link between climate change perceptions and adaptation strategies among smallholder farmers in Chimanimani district of Zimbabwe","Mutandwa, E; Hanyani-Mlambo, B; Manzvera, J"," Precipitation variability||| General climate impacts"," Ecosystem-based||| Technological/infrastructural|||Behavioural/cultural"," No information or not assessed2||| Work and economic growth"," Individuals or households||| Civil Society- sub-national or local"
"87",6214226,"Africa","Integrating Farmers and Scientific Methods for Evaluating Climate Change Adaptation Options in Embu County","Njeru, PNM; Mugwe, J; Maina, I; Mucheru-Muna, M; Mugendi, D; Lekasi, JK; Kimani, SK; Miriti, J; Oeba, VO; Esilaba, AO; Mutuma, E; Rao, KPC; Muriithi, F"," Drought||| General climate impacts||| Precipitation variability"," Technological/infrastructural||| Ecosystem-based"," Food security|||Poverty"," Individuals or households"
"88",6214227,"Africa","The interplay between planned and autonomous adaptation in response to climate change: Insights from rural Ethiopia","Mersha, AA; van Laerhoven, F"," Drought||| General climate impacts||| Precipitation variability"," Institutional|||Behavioural/cultural||| Ecosystem-based"," Food security"," Local government|||International or multinational governance institutions||| National government||| Individuals or households"
"89",6214228,"Africa","Intra-seasonal risk of agriculturally-relevant weather extremes in West African Sudan Savanna","Boansi, D; Tambo, JA; Muller, M"," Drought||| Extreme precipitation and inland flooding||| Precipitation variability||| Increased frequency and intensity of extreme heat||| Other1","Behavioural/cultural||| Technological/infrastructural"," Food security"," Individuals or households||| Local government"
"90",6214229,"Africa","Factors influencing farmers' choices of adaptation to climate change in Ekiti State, Nigeria","Obayelu, OA; Adepoju, AO; Idowu, T"," Drought","Behavioural/cultural"," Food security||| Marine & coastal ecosystem services"," Individuals or households"
"91",6214230,"Africa","Livestock wealth and social capital as insurance against climate risk: A case study of Samburu County in Kenya","Ng'ang'a, SK; Bulte, EH; Giller, KE; Ndiwa, NN; Kifugo, SC; McIntire, JM; Herrero, M; Rufino, MC"," Drought||| Extreme precipitation and inland flooding","Behavioural/cultural"," Food security"," Individuals or households"
"92",6214231,"Africa","Organic cotton production as an adaptation option in north-west Benin","Kloos, J; Renaud, FG"," Drought||| Extreme precipitation and inland flooding"," Ecosystem-based|||Behavioural/cultural||| Technological/infrastructural"," Consumption & production|||Poverty||| Food security"," Individuals or households||| Local government||| Civil Society- international/multinational/national||| Civil Society- sub-national or local||| Sub-national government"
"93",6214232,"Africa","Perceived effects of drought on household food security in South-western Uganda: Coping responses and determinants","Twongyirwe, R; Mfitumukiza, D; Barasa, B; Naggayi, BR; Odongo, H; Nyakato, V; Mutoni, G"," Drought||| General climate impacts","Behavioural/cultural"," Food security|||Poverty"," Individuals or households"
"94",6214233,"Africa","Adapting to climate variability and change in rural Kenya: farmer perceptions, strategies and climate trends","Ochieng, J; Kirimi, L; Makau, J"," Other1||| General climate impacts||| Increased frequency and intensity of extreme heat","Behavioural/cultural||| Technological/infrastructural||| Ecosystem-based"," Food security||| Gender equality"," Individuals or households"
"95",6214234,"Africa","Adapting to the impacts of climate change in the sub-humid zone of Burkina Faso, West Africa: Perceptions of agro-pastoralists","Kima, SA; Okhimamhe, AA; Kiema, A; Zampaligre, N; Sule, I"," General climate impacts||| Drought"," Ecosystem-based|||Behavioural/cultural"," Food security||| Consumption & production"," Individuals or households||| Local government"
"96",6214235,"Africa","Adoption of climate change adaptation strategies by maize-dependent smallholders in Ethiopia","Bedeke, S; Vanhove, W; Gezahegn, M; Natarajan, K; Van Damme, P"," Drought||| Precipitation variability||| Other1"," Technological/infrastructural||| Ecosystem-based"," Food security||| Gender equality|||Poverty"," Individuals or households||| Local government||| Other||| Civil Society- sub-national or local"
"97",6214236,"Africa","Adoption of Climate Smart Agricultural Technologies and Practices in Drylands in Uganda: Evidence from aÂ Microlevel Study in Nakasongola District","Nakabugo, R.; Mukwaya, I.P.; Geoffrey, S."," Precipitation variability||| General climate impacts||| Drought"," Ecosystem-based||| Technological/infrastructural"," Food security||| Consumption & production|||Poverty"," Individuals or households||| Civil Society- sub-national or local"
"98",6214237,"Africa","What are the drivers of cocoa farmers' choice of climate change adaptation strategies in Ghana?","Denkyirah, EK; Okoffo, ED; Adu, DT; Bosompem, OA"," Drought||| Extreme precipitation and inland flooding||| Increased frequency and intensity of extreme heat||| Precipitation variability||| General climate impacts","Behavioural/cultural||| Institutional","Poverty||| Food security||| Consumption & production"," Individuals or households||| National government||| Local government"
"99",6214238,"Africa","Whose knowledge matters in climate change adaptation? Perceived and measured rainfall trends during the last half century in south-western Tanzania","Pauline, NM; Grab, S"," Drought||| Extreme precipitation and inland flooding||| Precipitation variability"," Ecosystem-based"," No information or not assessed2||| Food security"," Individuals or households||| Local government"
"100",6214239,"Africa","Will adaptation carry the future? Questioning the long-term capacity of smallholder farmers' adaptation strategies against climate change in Gwanda District, Zimbabwe","Dube, T.; Mlilo, C.; Moyo, P.; Ncube, C.; Phiri, K."," General climate impacts||| Drought||| Increased frequency and intensity of extreme heat"," Technological/infrastructural|||Behavioural/cultural||| Institutional||| Ecosystem-based"," Food security||| Sustainable cities & communities||| Consumption & production||| Energy security"," Individuals or households||| National government||| Civil Society- sub-national or local||| Civil Society- international/multinational/national||| Sub-national government"
"101",6214240,"Africa","Bespoke Adaptation in Rural Africa? An Asset-Based Approach from Southern Ethiopia","Kidane, R; Prowse, M; de Neergaard, A"," Drought||| General climate impacts||| Extreme precipitation and inland flooding"," Ecosystem-based|||Behavioural/cultural"," Food security||| Health & wellbeing|||Poverty||| Consumption & production"," Individuals or households||| Private sector SMEs"
"102",6214241,"Africa","Building an indigenous agro-pastoral adaptation framework to climate change in Sub-Saharan Africa: experiences from the North West Region of Cameroon","Azibo, BR; Kimengsi, JN"," General climate impacts"," Institutional|||Behavioural/cultural"," Food security|||Poverty"," Individuals or households"
"103",6214242,"Africa","Building pastoralists' resilience to shocks for sustainable disaster risk mitigation: Lessons from West Pokot County, Kenya","Muricho, DN; Otieno, DJ; Oluoch-Kosura, W; Jirstrom, M"," Drought||| Precipitation variability"," Ecosystem-based|||Behavioural/cultural"," Food security|||Poverty"," Individuals or households||| Local government||| National government"
"104",6214243,"Africa","Farmer's response to climate change and variability in Ethiopia: A review","Gezie, M"," General climate impacts||| Increased frequency and intensity of extreme heat||| Precipitation variability||| Drought||| Extreme precipitation and inland flooding"," Institutional||| Technological/infrastructural||| Ecosystem-based"," Consumption & production||| Food security||| Work and economic growth||| Energy security|||Poverty"," Local government||| Individuals or households"
"105",6214244,"Africa","Forest adjacent households' voices on their perceptions and adaptation strategies to climate change in Kilombero District, Tanzania","Balama, C; Augustino, S; Eriksen, S; Makonda, FBS"," Drought||| Precipitation variability||| Increased frequency and intensity of extreme heat||| Other1","Behavioural/cultural||| Technological/infrastructural"," Food security|||Poverty"," Individuals or households||| Local government||| Other"
